Von;Nach;Dauer;Anzahl;Dauer
MSNG;MBAU;00:01:51.6433333;5268;111
FDN;FDK;00:01:51.6566667;35;111
THUB;TEHA;00:01:51.6633333;580;111
FME;FBLA;00:01:51.6766667;1871;111
FDBT;FRB;00:01:51.7900000;19;111
SSMT;SSE;00:01:51.7933333;3689;111
KKOF;KMCP;00:01:51.8000000;3162;111
BHSL;BFAH;00:01:51.8066667;461;111
KPL;KMIE;00:01:51.8066667;2310;111
TPHG;TPH;00:01:51.8133333;162;111
TF;TFLA;00:01:51.8633333;2268;111
FBH;FBAU;00:01:51.9233333;3294;111
FB;FLAE;00:01:51.9333333;292;111
NCN;NC;00:01:51.9333333;1629;111
DCB;DPUM;00:01:51.9566667;1315;111
HOE;HOHT;00:01:51.9633333;492;111
TNK;TGAM;00:01:51.9700000;881;111
MFG;MGI;00:01:52.0000000;31;112
KLD;KBRC;00:01:52.0166667;3062;112
RHK;ROBH;00:01:52.0333333;4727;112
LBTA;LROI;00:01:52.0533333;3603;112
AN  G;AN;00:01:52.1233333;5118;112
HLIS;HLIG;00:01:52.1800000;277;112
TSX;TLSM;00:01:52.1966667;3037;112
FDW;FGKA;00:01:52.2100000;7274;112
NH;NRSL;00:01:52.2466667;1834;112
KND;KKOW;00:01:52.2900000;2546;112
RLBM;RLBN;00:01:52.2966667;1144;112
NET;NUDF;00:01:52.3000000;1545;112
SHMB;SRI;00:01:52.3000000;1199;112
TKU;TGRN;00:01:52.3066667;124;112
MJET;MBGU;00:01:52.3100000;3974;112
RL  N;RL  T;00:01:52.3200000;1200;112
FNIR;FOPP;00:01:52.3466667;4651;112
FES;FNH;00:01:52.3866667;6290;112
FLS;FNIS;00:01:52.3866667;5006;112
RGR;RGRN;00:01:52.3866667;1230;112
TOER;TOE;00:01:52.4266667;1106;112
HHEG;HWWI;00:01:52.4333333;1100;112
LPRL;LLBS;00:01:52.4700000;1515;112
RMUH;RHLO;00:01:52.4966667;414;112
FKWNB;FKRB;00:01:52.5000000;32;112
LLA;LLW;00:01:52.5033333;3521;112
KRIC;KKOS;00:01:52.5133333;6337;112
LL  N;LLBB;00:01:52.5266667;2056;112
MPGO;MP;00:01:52.5900000;1533;112
MAKN;MP  N;00:01:52.6100000;655;112
FBZ;FOM;00:01:52.6266667;4284;112
RBER;RRZ G;00:01:52.6266667;2545;112
HBTF;HWIN;00:01:52.6400000;2046;112
FNIS;FLS;00:01:52.6600000;4771;112
BFP;BFGU;00:01:52.6900000;165;112
MNF;MNFN;00:01:52.7133333;4935;112
WGRG;WLO;00:01:52.7800000;1526;112
TRH;TBLH;00:01:52.7866667;1138;112
WSS;WSGR;00:01:52.7866667;2206;112
EBLAP;EPVP;00:01:52.8166667;6372;112
DCW B;DNZ;00:01:52.8233333;3471;112
UGZ;UWOA;00:01:52.8266667;757;112
TLF;TOAI;00:01:52.8400000;5750;112
BGD R;BHLRN;00:01:52.8733333;729;112
DRBN;DNI;00:01:52.8733333;1351;112
KKM;KHOS;00:01:52.8766667;4025;112
RKPW;RSFL;00:01:52.8800000;986;112
DERA;DSCH;00:01:52.8966667;1262;112
DSCH;DERA;00:01:52.8966667;1262;112
HG;HGRN;00:01:52.8966667;893;112
KOPLM;KLS;00:01:52.9300000;1932;112
HWWI;HHEG;00:01:52.9400000;1094;112
FFGA;FFW;00:01:52.9433333;4209;112
FBRG;FCOE;00:01:53.0333333;2452;113
NHZW;NRTL;00:01:53.0633333;1411;113
FHW;FH  N;00:01:53.0666667;496;113
MMTG;MBHM;00:01:53.0666667;3783;113
FSI;FEDI;00:01:53.0766667;1496;113
KBHH;KBEC;00:01:53.0833333;3191;113
SHW;SHWP;00:01:53.0833333;1152;113
EEKS;EWAU;00:01:53.0866667;6441;113
NROE;NHOB;00:01:53.0900000;646;113
FNDH;FBCH;00:01:53.1233333;1459;113
MN  D;MN  L;00:01:53.1433333;28;113
RGE;RGEM;00:01:53.1433333;245;113
NFBB;NFUA;00:01:53.1566667;6806;113
WLA;WKRP;00:01:53.1566667;1281;113
LSUEA;LSUE;00:01:53.1666667;2735;113
TAE;TAEW;00:01:53.1800000;651;113
TKO;TSWF;00:01:53.2066667;4618;113
TOES;TE;00:01:53.2166667;6893;113
KBMW;KKRL;00:01:53.2500000;40;113
TMB;TBEN;00:01:53.2766667;3942;113
FFAU;FNI B;00:01:53.2800000;498;113
SEMA;SRW;00:01:53.2833333;1201;113
DGN;DCSI;00:01:53.3066667;52;113
LLTW;LLT;00:01:53.3200000;2081;113
FHAI;FGEL;00:01:53.3433333;7154;113
TRX;TMAL;00:01:53.3633333;4416;113
FKW;FKWK;00:01:53.3800000;4784;113
KKW S;KKW F;00:01:53.3866667;676;113
LHME;LDI;00:01:53.3900000;3126;113
MEBS;MHSL;00:01:53.3966667;3459;113
MEGL;MKO H;00:01:53.4300000;4781;113
BFAH;BBRI;00:01:53.4533333;12;113
FEDI;FKFT;00:01:53.4666667;1496;113
FNISA;FBUS;00:01:53.4700000;5714;113
MWKR;MNA;00:01:53.4900000;4706;113
DFS;DH;00:01:53.4966667;5641;113
EWET;EHGVF;00:01:53.5000000;3434;113
FOBI;FOWH;00:01:53.5000000;3959;113
DSA;DRD;00:01:53.5133333;618;113
MASK;MFB;00:01:53.5166667;597;113
MHSL;MEBS;00:01:53.5300000;3532;113
TAX;TTM;00:01:53.5733333;8758;113
HLE;HASD;00:01:53.5833333;260;113
MGIB;MGCH;00:01:53.6033333;4411;113
MUG;MHHS;00:01:53.6133333;4765;113
EDWD;EDHDO;00:01:53.6433333;1340;113
TGT;TNUF;00:01:53.6500000;5961;113
MGCH;MGIB;00:01:53.6700000;4426;113
DGLA;DNUN;00:01:53.6833333;2587;113
SBKNG;SBKN;00:01:53.6833333;1438;113
FLG;FBUS;00:01:53.7133333;3918;113
MENW;MWBG;00:01:53.7200000;2433;113
KVI;KSTA;00:01:53.7266667;22;113
RWGT;RURB;00:01:53.7300000;4183;113
HHML;HRIT;00:01:53.7466667;2920;113
KBP;KSTP;00:01:53.7466667;3796;113
KKRL;KKRX;00:01:53.7633333;2857;113
KDHL;KLAB;00:01:53.7700000;4854;113
MMEI;MWDF;00:01:53.7766667;3892;113
FMM;FMZ A;00:01:53.7800000;1523;113
MHFN;MNBK;00:01:53.7800000;1011;113
LSEE;LGND;00:01:53.7933333;2575;113
LDI;LHME;00:01:53.8000000;3076;113
TU;TUO;00:01:53.8000000;30;113
RAR;RSIB;00:01:53.8033333;1375;113
SJF;SDUW;00:01:53.8066667;2436;113
MDAS;MDA;00:01:53.8400000;1919;113
RHEB;RBB;00:01:53.8433333;1838;113
MLO;MLW;00:01:53.8466667;5016;113
FKY;FNI S;00:01:53.8633333;6049;113
KKRX;KKRL;00:01:53.8733333;2831;113
KVI;KKFS;00:01:53.8733333;96;113
EKOL;EOB;00:01:53.9000000;3998;113
EMAN;EDWI;00:01:53.9066667;3542;113
WSC;WSCT;00:01:53.9066667;707;113
FLRN;FLRS;00:01:53.9100000;1316;113
MLW;MLO;00:01:53.9166667;5130;113
MNA;MWKR;00:01:53.9233333;4760;113
KWV;KLID;00:01:53.9366667;3183;113
XTD;XTDPR;00:01:53.9466667;907;113
LEW;LMLK;00:01:53.9500000;1204;113
BHF;BOSGA;00:01:53.9533333;8795;113
FFT;FFGA;00:01:53.9566667;14828;113
KDUK;KKDB;00:01:53.9566667;3963;113
ROBH;RHK;00:01:53.9600000;4655;113
MSNO;MMTL;00:01:53.9666667;681;113
NRTL;NRTM;00:01:53.9700000;1428;113
EEUE;EESOB;00:01:53.9733333;3311;113
FSIN;FHAS;00:01:53.9866667;4328;113
ECMF;ECFS;00:01:53.9900000;1811;113
KBEN;KENR;00:01:53.9900000;1135;113
LLW;LLA;00:01:53.9933333;3182;113
BLIA;BBEL;00:01:54.0000000;13;114
DXG;DG;00:01:54.0000000;202;114
DZW M;DZWS;00:01:54.0000000;51;114
DZWS;DCDF;00:01:54.0000000;1244;114
EDSL;EDBU;00:01:54.0000000;39;114
EHTN;ESCI;00:01:54.0000000;12;114
EWFR;ECRA;00:01:54.0000000;1062;114
FEZL;FGGB;00:01:54.0000000;104;114
FSHM;FH  N;00:01:54.0000000;4033;114
KSWW;KWLP;00:01:54.0000000;2813;114
LF  F;LF  U;00:01:54.0000000;194;114
MLR O;MLR W;00:01:54.0000000;11;114
NKG;NSCL;00:01:54.0000000;18;114
RLFB;RRIM;00:01:54.0000000;1900;114
RLUR;RL  K;00:01:54.0000000;60;114
RMU;RMSU;00:01:54.0000000;215;114
TBRU;TOW;00:01:54.0000000;966;114
ESEB;ESEM;00:01:54.0033333;1277;114
FLRS;FLRN;00:01:54.0033333;1315;114
LNS;LBM;00:01:54.0033333;3064;114
BGOL;BAWP;00:01:54.0100000;1413;114
LBO;LBWE;00:01:54.0100000;5540;114
FEZS;FWX;00:01:54.0133333;3026;114
FBAU;FBH;00:01:54.0266667;3427;114
AERI;AHROO;00:01:54.0366667;979;114
NUDF;NET;00:01:54.0533333;1540;114
RBGN;RG;00:01:54.0566667;4678;114
TSC;TSNA;00:01:54.0633333;12435;114
SALG;SRCS;00:01:54.0666667;1166;114
ESEM;ESEB;00:01:54.0800000;1255;114
FQWL;FWLN;00:01:54.0800000;834;114
TGI;TSD;00:01:54.0866667;5498;114
FWIR;FHAI;00:01:54.1000000;7154;114
FFZO;FFZ;00:01:54.1033333;572;114
KG  R;KGN;00:01:54.1300000;140;114
FKFT;FEDI;00:01:54.1400000;1369;114
TBEN;TMB;00:01:54.1433333;3977;114
MWAE;MHSB;00:01:54.1533333;4315;114
EHOY;EHGS;00:01:54.1566667;154;114
NVIB;NPLG;00:01:54.1600000;2081;114
MPUL;MHRK;00:01:54.1633333;4691;114
LGND;LSEE;00:01:54.1933333;2595;114
BKOW;BPA;00:01:54.2133333;181;114
UG;UGS;00:01:54.2433333;2109;114
RMFE;RMR M;00:01:54.2666667;42;114
FFI;FKMP;00:01:54.2966667;886;114
FWDF;FEHR;00:01:54.2966667;1369;114
DWEW;DCW B;00:01:54.3066667;5081;114
TBIS;TZO;00:01:54.3100000;622;114
AERI;AH;00:01:54.3300000;1152;114
NMER;NESB;00:01:54.3300000;1364;114
XPKU;BODK;00:01:54.3333333;132;114
FKHM;FMBA;00:01:54.3366667;3575;114
USK;UKO;00:01:54.3500000;1355;114
FKWB;FTWS;00:01:54.3666667;1179;114
BMZD;BCSO;00:01:54.3833333;1444;114
SRW;SEMA;00:01:54.3833333;1342;114
DN;DM;00:01:54.3866667;10690;114
EHUOS;EGBS;00:01:54.4033333;1070;114
EBIG;EVWW;00:01:54.4300000;14;114
RL  T;RLUM;00:01:54.4433333;119;114
FLOL;FFN;00:01:54.4466667;3375;114
TOES;TEZL;00:01:54.4700000;6695;114
UEGI;UKU;00:01:54.4700000;2404;114
BWDG;BGS;00:01:54.4766667;6787;114
KKOW;KND;00:01:54.4833333;2535;114
NZA;NUL;00:01:54.4900000;2775;114
NHOB;NROE;00:01:54.5166667;753;114
AHBT;AHSF;00:01:54.5300000;5995;114
EE;EENW;00:01:54.5366667;21788;114
FHWD;FOS;00:01:54.5366667;2107;114
KHAN;KSO;00:01:54.5533333;1903;114
MHFN;MBIN;00:01:54.6200000;1009;114
KPH;KKFS;00:01:54.6466667;2528;114
EERI;EGK;00:01:54.6533333;248;114
FBIZ;FBIK;00:01:54.6733333;1036;114
TFR;TAL;00:01:54.7166667;646;114
REF;RIT;00:01:54.7200000;1637;114
FHD;FHWB;00:01:54.7233333;1512;114
MSHU;MSHH;00:01:54.7433333;1908;114
NRWU;NRWA;00:01:54.7500000;888;114
AME;AKRU;00:01:54.7566667;2727;114
MN  D;MMCH;00:01:54.7566667;337;114
LHAD;LHAT;00:01:54.7600000;1899;114
SBX;SNKW;00:01:54.7833333;23;114
KBEC;KBHH;00:01:54.7933333;3187;114
NSY;NSHF;00:01:54.8133333;1160;114
XFVE;XFSP;00:01:54.8166667;11;114
FHAT;FERB;00:01:54.8300000;890;114
HHBI;HWU;00:01:54.8366667;4625;114
BBIKW;BBIKV;00:01:54.8600000;838;114
REKG;RMKI;00:01:54.8633333;3604;114
FGOF;FLSR;00:01:54.8800000;1035;114
LDBG;LKTU;00:01:54.9166667;753;114
HHTA;HSOR;00:01:54.9400000;1027;114
TAL;TFR;00:01:54.9633333;648;114
TBF;TBF S;00:01:54.9800000;794;114
FOMP;FOO;00:01:54.9833333;14739;114
KGUI;KHAN;00:01:55.0100000;1898;115
TEL;TSCH;00:01:55.0333333;1779;115
SKL;SKLN;00:01:55.0366667;897;115
RMAU;RRHM;00:01:55.0466667;2771;115
RHE;RBGG;00:01:55.0533333;4474;115
NEF;NERH;00:01:55.0733333;2960;115
FGRO;FGHM;00:01:55.0833333;6275;115
FWO B;FMK;00:01:55.0966667;6445;115
TLAF;TSZ;00:01:55.1000000;10;115
KKDB;KDUK;00:01:55.1300000;3975;115
TNHO;TSWK;00:01:55.1766667;6120;115
NUL;NZA;00:01:55.1800000;2966;115
EDSH;EDOBZ;00:01:55.2000000;10;115
KHOS;KKM;00:01:55.2000000;4015;115
NTAS;NFRE;00:01:55.2066667;1307;115
FGKA;FDW;00:01:55.2166667;7333;115
RBR;RBRO;00:01:55.2200000;595;115
TBOD;TBSB;00:01:55.2233333;648;115
FKY;FGM;00:01:55.2500000;8331;115
NFRE;NFRS;00:01:55.2500000;1261;115
EHGN;EHER;00:01:55.2766667;1837;115
KNL;KOL;00:01:55.2866667;876;115
DDZ;DGLS;00:01:55.3633333;129;115
TBI;TBIB;00:01:55.3733333;2788;115
UBEW;UBE;00:01:55.3833333;13;115
FBB;FNRW;00:01:55.3866667;6051;115
NSUZ;NOBN;00:01:55.3933333;1785;115
RSTB;RRIH;00:01:55.4133333;17;115
URI;UWLH;00:01:55.4366667;568;115
FHAU;FFT;00:01:55.4700000;151;115
KD;KDFL;00:01:55.4700000;4232;115
RAB;RHGN;00:01:55.5033333;1424;115
FAHM;FGUB;00:01:55.5633333;4546;115
LM  S;LMB;00:01:55.5633333;1760;115
NUA;NNST;00:01:55.5633333;4153;115
BGS;BWDG;00:01:55.5933333;6747;115
MFAS;MMCH;00:01:55.6000000;6703;115
EDOF;EDOH;00:01:55.6100000;41;115
SGS;SKOW;00:01:55.6166667;2916;115
TEZL;TOES;00:01:55.6300000;6794;115
DHFR;DH;00:01:55.6666667;6397;115
THCV;TGB;00:01:55.6666667;2075;115
REM;ROSC;00:01:55.7233333;1442;115
ESRT;ESRO;00:01:55.7433333;1422;115
TWS;TLON;00:01:55.7633333;5363;115
MH;MANH;00:01:55.7666667;7540;115
TET;TEG;00:01:55.7766667;2515;115
EFFD;EVDU;00:01:55.7833333;1632;115
KBUU;KBUH;00:01:55.7866667;2915;115
BGSBS;BTL;00:01:55.8033333;6099;115
AACW;AFEB;00:01:55.8133333;2738;115
FHC;FRSA;00:01:55.8166667;152;115
WDF N;WWBW;00:01:55.8866667;35;115
BSAH;BOR;00:01:55.8900000;1530;115
HHEI;HD;00:01:55.8933333;19;115
FSLB;FROD;00:01:55.9033333;7168;115
NNSR;NNSN;00:01:55.9033333;3561;115
DRBD;DCW;00:01:55.9166667;1771;115
KDE;KSTU;00:01:55.9233333;53;115
NAG;NDI;00:01:55.9266667;1317;115
FLUT;FKAT;00:01:55.9333333;4043;115
BWOL;BLD;00:01:55.9400000;3839;115
RHAS;RGUN;00:01:55.9900000;714;115
AHROO;AERI;00:01:56.0000000;835;116
FFAW;FSINO;00:01:56.0000000;17;116
ROH;RRA;00:01:56.0166667;2194;116
FFG;FFGH;00:01:56.0300000;6052;116
LMIZ;LMKS;00:01:56.0433333;761;116
NFRS;NFRE;00:01:56.0966667;1382;116
HSUD;HKSU;00:01:56.1033333;3165;116
DGC;DGB;00:01:56.1066667;1195;116
MRO;MARS;00:01:56.1300000;611;116
TROM;TWN;00:01:56.1400000;6427;116
FAHM;FMET;00:01:56.1500000;4647;116
LHNWO;LHGB;00:01:56.1566667;3527;116
XABT;XAWD;00:01:56.1666667;12;116
RDZ;RKLR;00:01:56.1966667;4348;116
HHGH;HEIV;00:01:56.2200000;3799;116
AGD;ASDW;00:01:56.2233333;1330;116
TKUC;XDKH;00:01:56.2366667;18;116
TKNM;TLR;00:01:56.2400000;2472;116
MNLH;MMD;00:01:56.2533333;1295;116
FDG;FDOH;00:01:56.2566667;9083;116
SBE;SDLK;00:01:56.2666667;3596;116
NWDO;NGOL;00:01:56.2866667;1277;116
FKIL;FOBD;00:01:56.2900000;1593;116
TFFL;TLOE;00:01:56.3066667;1939;116
EMES;EDRS;00:01:56.3200000;913;116
MBAU;MSNG;00:01:56.3500000;5470;116
RHZ;RKN;00:01:56.3733333;4258;116
AHBIA;AALM;00:01:56.3766667;3636;116
NNOS;NDHF;00:01:56.3933333;3890;116
TGC;TBTB;00:01:56.4000000;6421;116
BFBI;BACO;00:01:56.4600000;61;116
WPF;WPOE;00:01:56.4666667;3139;116
MEGL;MZO;00:01:56.4700000;4722;116
NWH;NWH F;00:01:56.4766667;3014;116
LROI;LBTA;00:01:56.5000000;3595;116
EHGVF;EWET;00:01:56.5266667;3324;116
HGE;HNE;00:01:56.5966667;3907;116
KSTA;KVI;00:01:56.6266667;16;116
MOP R;MRI W;00:01:56.6366667;1802;116
FHOE;FFND;00:01:56.6600000;9871;116
FEHR;FWDF;00:01:56.7166667;1496;116
RMW;RMKL;00:01:56.7266667;324;116
KODE;KODR;00:01:56.7700000;2662;116
FO  G;FMHO;00:01:56.7866667;9076;116
TZO;TBIS;00:01:56.7866667;633;116
KASZ;KAW P;00:01:56.8200000;5831;116
NRTB;NWBF;00:01:56.8266667;1288;116
FOM;FBZ;00:01:56.8600000;4234;116
EDRS;EMES;00:01:56.8900000;837;116
FAZ;FBRG;00:01:56.8933333;2451;116
TNBA;TMO;00:01:56.9166667;1965;116
RKLR;RDZ;00:01:56.9366667;4345;116
TSWK;TNHO;00:01:56.9400000;6162;116
FLRN;FHAG;00:01:56.9433333;1317;116
FHWB;FHD;00:01:56.9566667;1868;116
FNAC;FBOD;00:01:56.9766667;4528;116
MWBH;MKIH;00:01:56.9866667;81;116
TEIN;TER;00:01:56.9933333;3224;116
KLID;KWV;00:01:56.9966667;3352;116
FGGB;FEZL;00:01:57.0000000;102;117
LAF;LK  R;00:01:57.0000000;2505;117
KWU;KWBA;00:01:57.0066667;3555;117
LDD;LOL;00:01:57.0633333;2701;117
RADN;RZIM;00:01:57.0700000;1481;117
FNI S;FSP;00:01:57.0733333;6130;117
MN  L;MMBH;00:01:57.0733333;41;117
TU  R;TU  N;00:01:57.1133333;87;117
SWAS;SOG;00:01:57.1266667;1307;117
MUFH;MNSG;00:01:57.1466667;4078;117
FNI S;FKY;00:01:57.1533333;6248;117
NSF;NBH;00:01:57.1600000;1545;117
RRE;RM  O;00:01:57.1600000;359;117
FFU N;FDIE;00:01:57.1800000;3573;117
TKB;TWL;00:01:57.1966667;2074;117
BZO A;BZO;00:01:57.2133333;3439;117
UWIP;UNA;00:01:57.2300000;13;117
NM  W;NM;00:01:57.2400000;2730;117
FLIR;FWIL;00:01:57.2433333;3575;117
BLF;BBSH;00:01:57.2466667;237;117
DZW;DZWP;00:01:57.2733333;22;117
LDLG;LAH;00:01:57.2733333;12;117
RM  O;RMN;00:01:57.3100000;2252;117
KBEN;KVA;00:01:57.3200000;1110;117
NRSL;NH;00:01:57.3233333;1790;117
EHM;EHRBZ;00:01:57.3500000;5688;117
LBIN;LS  V;00:01:57.3633333;951;117
LUEB;LF  W;00:01:57.3666667;101;117
MSTH;MLEU;00:01:57.3900000;6674;117
ROSC;REM;00:01:57.4233333;1492;117
XAV;XASBL;00:01:57.4300000;21;117
DGLS;DDZ;00:01:57.4600000;126;117
MRS;MPD;00:01:57.4600000;6126;117
BJUF;BMOA;00:01:57.4700000;5036;117
FFES;FFBS;00:01:57.4733333;8217;117
BGA;BBDW;00:01:57.5000000;72;117
MBIC;MBEN;00:01:57.5366667;1551;117
RFLO;RFTS;00:01:57.5500000;1849;117
RFTL;RBAN;00:01:57.5533333;4972;117
RGUN;RHAS;00:01:57.5600000;795;117
EDDPO;EDDPH;00:01:57.5633333;4166;117
NSHF;NSY;00:01:57.5666667;1246;117
RM;RLSM;00:01:57.5766667;11185;117
LLBB;LL  T;00:01:57.5866667;9174;117
KDDP;KDU;00:01:57.5900000;7025;117
RMR D;RMFE;00:01:57.6000000;11;117
EGK;EERI;00:01:57.6033333;243;117
HE;HER;00:01:57.6133333;1319;117
RNB;RDL;00:01:57.6633333;1492;117
FNDS;FBUN;00:01:57.6833333;1436;117
XDKH;TAM;00:01:57.6833333;44;117
FOBD;FKIL;00:01:57.6900000;1607;117
KKOS;KRIC;00:01:57.6933333;6332;117
LWZW;LWZ;00:01:57.7133333;5400;117
RIT;REF;00:01:57.7200000;1710;117
RVL;RMBW;00:01:57.7233333;29;117
HLFB;HST;00:01:57.7433333;3171;117
RHIO;RBRF;00:01:57.7500000;593;117
KLAB;KDHL;00:01:57.7600000;4841;117
SPF;SEG;00:01:57.7633333;5340;117
LGB;LWPW;00:01:57.7733333;1596;117
BLD;BWOL;00:01:57.8000000;3971;117
FBGN;FBGO;00:01:57.8066667;996;117
RBRZ;RBR;00:01:57.8266667;4189;117
KERF;KN  O;00:01:57.8366667;1501;117
EMEK;EABT;00:01:57.8433333;4145;117
BBIKW;BBKN;00:01:57.8466667;1383;117
BFKS;BFIN;00:01:57.8700000;5691;117
NKO;NMH;00:01:57.8700000;646;117
KZI;KBHR;00:01:57.8833333;2068;117
FNI;FSP;00:01:57.9266667;9328;117
TMAU;TNL;00:01:57.9766667;6154;117
TOE;TOEW;00:01:58.0000000;549;118
BSE B;BBEL;00:01:58.0266667;1456;118
HBEM;HVEH;00:01:58.0433333;2785;118
EBGO;EGRK;00:01:58.0733333;1825;118
WSS;WHO;00:01:58.0766667;2205;118
EDMS;EDSM;00:01:58.1066667;114;118
WPRO;WPRA;00:01:58.1133333;1229;118
FGUB;FAHM;00:01:58.1200000;4652;118
RZIM;RADN;00:01:58.1666667;1533;118
TACHF;TP;00:01:58.2166667;6651;118
ALH;ASDS;00:01:58.2766667;2593;118
EEKH;EEHH;00:01:58.2866667;14;118
FMIR;FDIE;00:01:58.2866667;3508;118
KKRU;KMUH;00:01:58.2866667;14;118
HAH;HORX;00:01:58.2933333;3900;118
SHAU;SHAM;00:01:58.3233333;1159;118
LJES;LPOE;00:01:58.3266667;2889;118
NSMA;NHED;00:01:58.3533333;1271;118
BZS;BBST;00:01:58.3733333;1428;118
RKBA;TWL;00:01:58.3866667;1980;118
NVN;NRST;00:01:58.4433333;3625;118
DPUM;DCB;00:01:58.4600000;1349;118
EHAD;EEMP;00:01:58.4766667;524;118
NF;NFUB;00:01:58.5000000;6597;118
TKH;TSZA;00:01:58.5000000;422;118
BHW;BHW W;00:01:58.5066667;1153;118
FVL;FDW;00:01:58.5533333;7276;118
NBH;NSF;00:01:58.5566667;1539;118
XFSM;SHN;00:01:58.5800000;114;118
EABT;EBSL;00:01:58.6266667;4177;118
HKSU;HSUD;00:01:58.6300000;3204;118
RSIB;RAR;00:01:58.6633333;1310;118
USB;UWA;00:01:58.6800000;2665;118
KBLB;KHES;00:01:58.6966667;4775;118
KWZ;KWS G;00:01:58.6966667;643;118
TBIB;TBI;00:01:58.7000000;2813;118
SSZ;SSZA;00:01:58.7600000;2437;118
LGOE;LGZ;00:01:58.7800000;3131;118
KWBA;KWU;00:01:58.7833333;3620;118
SVLW;SVL;00:01:58.8000000;3662;118
FH  N;FSHM;00:01:58.8266667;3987;118
RURB;RWGT;00:01:58.8333333;3937;118
TTU;TTUG;00:01:58.8333333;571;118
NPA;NPA G;00:01:58.8533333;3248;118
EDKH;EDTP;00:01:58.8600000;1426;118
FKOZ;FREH;00:01:58.8700000;2266;118
MBR;MGKF;00:01:58.8800000;4518;118
BPD;BPDC;00:01:58.8900000;6997;118
LZO;LWN;00:01:58.8933333;1458;118
NWEO;NIDF;00:01:58.9033333;1435;118
BBGN;BLF;00:01:58.9100000;33;118
NHO;NVBS;00:01:58.9100000;11;118
KHES;KBLB;00:01:58.9966667;4788;118
EHRBD;ESMG;00:01:59.0000000;24;119
XASN;XATS;00:01:59.0000000;14;119
MANH;MAKN;00:01:59.0066667;3210;119
NOBN;NSUZ;00:01:59.0066667;1768;119
HNE;HGE;00:01:59.0100000;3950;119
KGUA;KLID;00:01:59.0200000;1294;119
WSOE;WGWS;00:01:59.0433333;1555;119
NEZ;NWHR;00:01:59.0666667;1304;119
LHNI;LHN;00:01:59.0700000;2772;119
KNIV;KNAL;00:01:59.0933333;5221;119
FOFF;FGOR;00:01:59.1166667;2206;119
NNP;NVDO;00:01:59.1300000;351;119
MHR;MVS;00:01:59.1433333;5376;119
MGDF;MHR;00:01:59.1466667;5367;119
XASA;XALG;00:01:59.1533333;13;119
LSBR;LDBR;00:01:59.1600000;1457;119
FFN;FLOL;00:01:59.1700000;3330;119
EDKU;EDSH;00:01:59.1766667;5907;119
FWX;FEZS;00:01:59.2000000;3079;119
ANR;ANRS;00:01:59.2033333;264;119
HA;HAAT;00:01:59.2166667;1266;119
NSMT;NS;00:01:59.2233333;3018;119
FSL;FBOK;00:01:59.2300000;1433;119
UKO;USK;00:01:59.2333333;1348;119
TSS;TSS W;00:01:59.2400000;10709;119
MOBR;MHOB;00:01:59.2433333;4317;119
SJF;SSH G;00:01:59.2466667;2703;119
KHB;KKRX;00:01:59.2500000;25;119
FERB;FHAT;00:01:59.2800000;864;119
AHSF;AHBT;00:01:59.3066667;5911;119
KKOI;KML;00:01:59.3100000;5199;119
EDOL;EDDPH;00:01:59.3166667;3952;119
UROT;USCH;00:01:59.3166667;732;119
KKDZB;KKTR;00:01:59.3233333;153;119
MKAT;MGND;00:01:59.3400000;1344;119
TIP;TERW;00:01:59.3466667;165;119
LWPW;LWP;00:01:59.3500000;1596;119
MGT;MAPL;00:01:59.3733333;2605;119
TFG;TFVA;00:01:59.3733333;3937;119
MSAF;MMR;00:01:59.3766667;2950;119
NOA;NAWN;00:01:59.3833333;4345;119
LHAT;LHG Y;00:01:59.3933333;2579;119
KD  N;KD;00:01:59.4166667;3054;119
AFIB;ANR;00:01:59.4366667;255;119
MDS;MFU;00:01:59.4400000;5073;119
LMKS;LMIZ;00:01:59.4500000;751;119
TBF;TBK;00:01:59.4533333;11;119
MWBG;MENW;00:01:59.4633333;2427;119
TKO;TNW;00:01:59.5166667;4540;119
RBAN;RFTL;00:01:59.5200000;4853;119
WPOE;WHU;00:01:59.5233333;3127;119
FEDI;FSI;00:01:59.5866667;1369;119
ASL;ALUB;00:01:59.5900000;1487;119
REH;REK;00:01:59.5900000;3634;119
MZO;MEGL;00:01:59.6166667;4782;119
FSZN;FBSO;00:01:59.6333333;3109;119
KSO;KHAN;00:01:59.6333333;2071;119
MHHS;MUG;00:01:59.6400000;4711;119
TAI;TAIS;00:01:59.6866667;747;119
MANL;MMCH;00:01:59.7000000;6574;119
NHCH;TWTB;00:01:59.7133333;21;119
KROE;KHOF;00:01:59.7233333;2548;119
KKLE;KKOI;00:01:59.7266667;5203;119
NNLH;NSAI;00:01:59.7500000;3796;119
RNS;RFH;00:01:59.7666667;4249;119
MHR;MGDF;00:01:59.7900000;5334;119
MHOB;MOBR;00:01:59.8000000;4122;119
MINI;MAGM;00:01:59.8033333;1552;119
KNRC;KNAK;00:01:59.8066667;6887;119
BFLZ;BLIA;00:01:59.8133333;1020;119
MWS;MAWB;00:01:59.8200000;420;119
FKRI;FHF;00:01:59.8266667;5747;119
EDKL;EBP;00:01:59.8366667;3829;119
LGW;LGD;00:01:59.8366667;5500;119
HOHT;HOE;00:01:59.8500000;480;119
HROS;HEMK;00:01:59.8633333;1608;119
